,location,number_of_accidents
782,"(33.7508, -118.2967)",1
783,"(33.7509, -118.2846)",1
784,"(33.7509, -118.2879)",1
785,"(33.7509, -118.2922)",1
786,"(33.7509, -118.2923)",1
787,"(33.751, -118.3011)",1
788,"(33.7511, -118.2872)",9
789,"(33.7511, -118.3091)",7
790,"(33.7515, -118.2504)",2
791,"(33.7515, -118.2507)",15
792,"(33.7515, -118.2824)",11
793,"(33.7516, -118.2967)",1
794,"(33.7517, -118.2931)",1
795,"(33.7521, -118.2507)",14
796,"(33.7522, -118.3089)",63
797,"(33.7529, -118.293)",24
798,"(33.7529, -118.2956)",4
799,"(33.7529, -118.2967)",1
800,"(33.7529, -118.3016)",1
801,"(33.753, -118.293)",1
802,"(33.7532, -118.2513)",11
803,"(33.7537, -118.309)",17
804,"(33.7538, -118.2905)",104
805,"(33.7538, -118.2911)",7
806,"(33.7538, -118.2922)",48
807,"(33.7538, -118.2923)",46
808,"(33.7538, -118.2945)",12
809,"(33.7538, -118.2955)",1
810,"(33.7538, -118.2967)",4
811,"(33.7539, -118.2967)",2
812,"(33.7539, -118.2988)",5
813,"(33.754, -118.3048)",13
814,"(33.7541, -118.2517)",56
815,"(33.7542, -118.301)",1
816,"(33.7542, -118.3071)",1
817,"(33.7544, -118.299)",1
818,"(33.7547, -118.2922)",1
819,"(33.7547, -118.2967)",1
820,"(33.7547, -118.299)",1
821,"(33.7547, -118.3011)",35
822,"(33.7548, -118.2922)",20
823,"(33.755, -118.2491)",1
824,"(33.7551, -118.2544)",1
825,"(33.7551, -118.2956)",1
826,"(33.7551, -118.2991)",2
827,"(33.7552, -118.2922)",1
828,"(33.7552, -118.3038)",10
829,"(33.7553, -118.3056)",8
830,"(33.7555, -118.2967)",3
831,"(33.7556, -118.2922)",13
832,"(33.7558, -118.2992)",5
833,"(33.7559, -118.3047)",1
834,"(33.756, -118.3045)",8
835,"(33.7562, -118.2993)",3
836,"(33.7562, -118.3065)",1
837,"(33.7564, -118.2897)",1
838,"(33.7566, -118.307)",1
839,"(33.7569, -118.2641)",1
840,"(33.7569, -118.2716)",3
841,"(33.7569, -118.3026)",3
842,"(33.7571, -118.2923)",1
843,"(33.7574, -118.2968)",1
844,"(33.7576, -118.1131)",1
845,"(33.7576, -118.3009)",15
846,"(33.7577, -118.2884)",7
847,"(33.7578, -118.2923)",15
848,"(33.7578, -118.301)",1
849,"(33.7579, -118.297)",3
850,"(33.7582, -118.3006)",3
851,"(33.7588, -118.2951)",19
852,"(33.7589, -118.2458)",1
853,"(33.7589, -118.2872)",3
854,"(33.759, -118.2649)",1
855,"(33.7591, -118.3009)",2
856,"(33.7592, -118.2926)",52
857,"(33.7592, -118.2982)",3
858,"(33.7592, -118.3002)",1
859,"(33.7596, -118.2658)",2
860,"(33.7596, -118.2961)",1
861,"(33.7597, -118.2952)",6
862,"(33.7601, -118.2928)",6
863,"(33.7603, -118.2422)",2
864,"(33.7604, -118.2954)",1
865,"(33.7605, -118.3054)",1
866,"(33.7611, -118.2955)",2
867,"(33.7613, -118.2819)",67
868,"(33.7614, -118.2989)",1
869,"(33.7615, -118.3055)",2
870,"(33.7617, -118.2974)",1
871,"(33.7617, -118.3037)",3
872,"(33.7617, -118.306)",1
873,"(33.7619, -118.3064)",1
874,"(33.7622, -118.3019)",2
875,"(33.7624, -118.3011)",2
876,"(33.7626, -118.1481)",1
877,"(33.7626, -118.2687)",23
878,"(33.7626, -118.3083)",6
879,"(33.7627, -118.309)",2
880,"(33.7628, -118.2993)",3
881,"(33.7631, -118.3116)",47
882,"(33.7632, -118.3116)",1
883,"(33.7633, -118.3039)",10
884,"(33.7634, -118.3023)",2
885,"(33.7635, -118.2976)",5
886,"(33.7636, -118.2961)",22
887,"(33.7636, -118.2994)",11
888,"(33.7638, -118.2939)",2
889,"(33.7638, -118.2948)",1
890,"(33.7639, -118.2934)",113
891,"(33.7642, -118.3081)",4
892,"(33.7649, -118.3011)",1
893,"(33.765, -118.2995)",1
894,"(33.7655, -118.3109)",1
895,"(33.7656, -118.2641)",1
896,"(33.7656, -118.3072)",2
897,"(33.7657, -118.2995)",2
898,"(33.7657, -118.3004)",1
899,"(33.7657, -118.3108)",6
900,"(33.7658, -118.2468)",3
901,"(33.7659, -118.2491)",1
902,"(33.7663, -118.2591)",2
903,"(33.7663, -118.3106)",1
904,"(33.7664, -118.2561)",2
905,"(33.7666, -118.2632)",3
906,"(33.7666, -118.264)",3
907,"(33.7666, -118.2641)",1
908,"(33.7668, -118.2608)",2
909,"(33.7669, -118.3105)",7
910,"(33.7674, -118.2404)",7
911,"(33.7677, -118.2813)",2
912,"(33.768, -118.3102)",1
913,"(33.7681, -118.1481)",4
914,"(33.7681, -118.1937)",4
915,"(33.7691, -118.2642)",1
916,"(33.7694, -118.2955)",57
917,"(33.7697, -118.2641)",2
918,"(33.7698, -118.2629)",1
919,"(33.7699, -118.2613)",2
920,"(33.7703, -118.2787)",19
921,"(33.7703, -118.3095)",3
922,"(33.7705, -118.1937)",2
923,"(33.7706, -118.2748)",3
924,"(33.7707, -118.2407)",1
925,"(33.7707, -118.2734)",1
926,"(33.7709, -118.2786)",2
927,"(33.771, -118.2663)",1
928,"(33.771, -118.2669)",4
929,"(33.7711, -118.2644)",2
930,"(33.7711, -118.2657)",2
931,"(33.7712, -118.263)",1
932,"(33.7713, -118.2618)",3
933,"(33.7713, -118.2624)",3
934,"(33.7714, -118.2605)",6
935,"(33.7715, -118.2578)",8
936,"(33.7717, -118.1937)",2
937,"(33.7717, -118.2557)",1
938,"(33.7718, -118.2786)",1
939,"(33.7719, -118.2951)",1
940,"(33.772, -118.2762)",5
941,"(33.7721, -118.2736)",5
942,"(33.7721, -118.2749)",3
943,"(33.7722, -118.2723)",5
944,"(33.7723, -118.2697)",5
945,"(33.7723, -118.271)",9
946,"(33.7724, -118.2677)",1
947,"(33.7724, -118.2684)",1
948,"(33.7724, -118.269)",2
949,"(33.7724, -118.2762)",1
950,"(33.7725, -118.2658)",4
951,"(33.7725, -118.2664)",1
952,"(33.7725, -118.2671)",2
953,"(33.7726, -118.1481)",1
954,"(33.7726, -118.2638)",2
955,"(33.7726, -118.2645)",5
956,"(33.7727, -118.2619)",12
957,"(33.7727, -118.2625)",3
958,"(33.7727, -118.2632)",3
959,"(33.7728, -118.2606)",11
960,"(33.7729, -118.2593)",3
961,"(33.773, -118.1195)",18
962,"(33.773, -118.2567)",1
963,"(33.7731, -118.2554)",1
964,"(33.7731, -118.2749)",1
965,"(33.7732, -118.2541)",3
966,"(33.7733, -118.2528)",2
967,"(33.7733, -118.2776)",1
968,"(33.7733, -118.2786)",5
969,"(33.7733, -118.2788)",11
970,"(33.7734, -118.2763)",5
971,"(33.7735, -118.1481)",1
972,"(33.7735, -118.2737)",6
973,"(33.7735, -118.2749)",3
974,"(33.7736, -118.2724)",6
975,"(33.7737, -118.2711)",4
976,"(33.7737, -118.2712)",1
977,"(33.7738, -118.2685)",2
978,"(33.7738, -118.2698)",2
979,"(33.7738, -118.2776)",1
980,"(33.7739, -118.2672)",2
981,"(33.7739, -118.2678)",149
982,"(33.774, -118.241)",13
983,"(33.774, -118.2659)",2
984,"(33.774, -118.266)",1
985,"(33.7741, -118.1824)",1
986,"(33.7741, -118.2633)",7
987,"(33.7741, -118.2646)",1
988,"(33.7742, -118.262)",9
989,"(33.7742, -118.2626)",3
990,"(33.7743, -118.2594)",2
991,"(33.7743, -118.2607)",6
992,"(33.7744, -118.2581)",2
993,"(33.7744, -118.2764)",1
994,"(33.7745, -118.2308)",1
995,"(33.7745, -118.2411)",6
996,"(33.7745, -118.2568)",1
997,"(33.7746, -118.2265)",1
998,"(33.7746, -118.2542)",4
999,"(33.7747, -118.2528)",1
1000,"(33.7747, -118.2529)",1
1001,"(33.7747, -118.2788)",5
1002,"(33.7748, -118.2777)",1
1003,"(33.7748, -118.2783)",1
1004,"(33.7748, -118.2784)",1
1005,"(33.7749, -118.2738)",1
1006,"(33.7749, -118.275)",1
1007,"(33.7749, -118.2764)",42
1008,"(33.775, -118.2738)",6
1009,"(33.775, -118.2959)",2
1010,"(33.7751, -118.2712)",1
1011,"(33.7751, -118.2725)",2
1012,"(33.7752, -118.2699)",4
1013,"(33.7753, -118.1481)",1
1014,"(33.7753, -118.2456)",101
1015,"(33.7753, -118.2686)",7
1016,"(33.7754, -118.266)",1
1017,"(33.7754, -118.2673)",5
1018,"(33.7755, -118.2647)",2
1019,"(33.7755, -118.2792)",2
1020,"(33.7755, -118.2803)",1
1021,"(33.7755, -118.2959)",3
1022,"(33.7756, -118.2621)",20
1023,"(33.7756, -118.2634)",2
1024,"(33.7756, -118.2635)",3
1025,"(33.7757, -118.2608)",6
1026,"(33.7757, -118.2609)",1
1027,"(33.7757, -118.2739)",5
1028,"(33.7758, -118.2582)",2
1029,"(33.7759, -118.2494)",3
1030,"(33.776, -118.2543)",6
1031,"(33.776, -118.2556)",1
1032,"(33.776, -118.2794)",1
1033,"(33.7762, -118.2778)",3
1034,"(33.7763, -118.249)",5
1035,"(33.7763, -118.2765)",3
1036,"(33.7764, -118.275)",2
1037,"(33.7764, -118.2751)",1
1038,"(33.7764, -118.2752)",1
1039,"(33.7764, -118.2759)",1
1040,"(33.7764, -118.2804)",1
1041,"(33.7765, -118.2726)",8
1042,"(33.7765, -118.2739)",5
1043,"(33.7765, -118.274)",2
1044,"(33.7765, -118.2795)",1
1045,"(33.7766, -118.1844)",1
1046,"(33.7766, -118.2713)",4
1047,"(33.7767, -118.2413)",1
1048,"(33.7767, -118.27)",8
1049,"(33.7768, -118.2661)",1
1050,"(33.7768, -118.2674)",10
1051,"(33.7769, -118.2648)",6
1052,"(33.7769, -118.2662)",1
1053,"(33.777, -118.2505)",1
1054,"(33.777, -118.2635)",6
1055,"(33.777, -118.2713)",1
1056,"(33.777, -118.2727)",2
1057,"(33.777, -118.2766)",1
1058,"(33.777, -118.2779)",2
1059,"(33.7771, -118.1481)",2
1060,"(33.7771, -118.2616)",2
1061,"(33.7771, -118.2622)",20
1062,"(33.7771, -118.2629)",1
1063,"(33.7771, -118.2753)",2
1064,"(33.7772, -118.2596)",2
1065,"(33.7772, -118.2609)",4
1066,"(33.7772, -118.274)",3
1067,"(33.7772, -118.2745)",1
1068,"(33.7773, -118.2583)",3
1069,"(33.7775, -118.2544)",1
1070,"(33.7776, -118.253)",3
1071,"(33.7777, -118.2505)",1
1072,"(33.7777, -118.2779)",1
1073,"(33.7777, -118.278)",2
1074,"(33.7777, -118.2783)",1
1075,"(33.7778, -118.1824)",1
1076,"(33.7778, -118.2492)",1
1077,"(33.7778, -118.2753)",5
1078,"(33.7778, -118.2766)",6
1079,"(33.7779, -118.274)",4
1080,"(33.7779, -118.2741)",4
1081,"(33.778, -118.2724)",1
1082,"(33.778, -118.2727)",9
1083,"(33.778, -118.2728)",3
1084,"(33.7781, -118.1481)",2
1085,"(33.7781, -118.2701)",5
1086,"(33.7781, -118.2714)",7
1087,"(33.7781, -118.2715)",2
1088,"(33.7781, -118.2808)",3
1089,"(33.7782, -118.2682)",1
1090,"(33.7782, -118.2688)",1
1091,"(33.7782, -118.2695)",1
1092,"(33.7782, -118.2794)",1
1093,"(33.7783, -118.2662)",7
1094,"(33.7783, -118.2669)",2
1095,"(33.7783, -118.2675)",9
1096,"(33.7784, -118.2643)",2
1097,"(33.7784, -118.2649)",11
1098,"(33.7784, -118.265)",4
1099,"(33.7785, -118.2623)",12
1100,"(33.7785, -118.263)",2
1101,"(33.7785, -118.2636)",5
1102,"(33.7786, -118.261)",6
1103,"(33.7786, -118.2702)",4
1104,"(33.7786, -118.2795)",3
1105,"(33.7787, -118.2584)",4
1106,"(33.7787, -118.2585)",1
1107,"(33.7787, -118.2597)",3
1108,"(33.7787, -118.2866)",1
1109,"(33.7788, -118.2571)",1
1110,"(33.7788, -118.2846)",3
1111,"(33.7789, -118.2809)",4
1112,"(33.7789, -118.2819)",13
1113,"(33.7789, -118.304)",1
1114,"(33.779, -118.2532)",1
1115,"(33.779, -118.2545)",2
1116,"(33.779, -118.2795)",7
1117,"(33.779, -118.2802)",1
1118,"(33.779, -118.2809)",64
1119,"(33.779, -118.3095)",10
1120,"(33.7791, -118.2782)",8
1121,"(33.7791, -118.2795)",39
1122,"(33.7792, -118.2493)",2
1123,"(33.7792, -118.2506)",9
1124,"(33.7792, -118.2768)",28
1125,"(33.7792, -118.2774)",1
1126,"(33.7793, -118.248)",6
1127,"(33.7793, -118.2748)",14
1128,"(33.7793, -118.2755)",20
1129,"(33.7794, -118.2467)",1
1130,"(33.7794, -118.2728)",12
1131,"(33.7794, -118.2729)",12
1132,"(33.7794, -118.2742)",58
1133,"(33.7794, -118.2809)",1
1134,"(33.7794, -118.2819)",7
1135,"(33.7794, -118.3078)",8
1136,"(33.7795, -118.2711)",23
1137,"(33.7795, -118.2714)",1
1138,"(33.7795, -118.2715)",18
1139,"(33.7795, -118.2723)",13
1140,"(33.7796, -118.2689)",12
1141,"(33.7796, -118.2699)",30
1142,"(33.7796, -118.2702)",2
1143,"(33.7796, -118.2781)",1
1144,"(33.7797, -118.2274)",1
1145,"(33.7797, -118.2675)",20
1146,"(33.7797, -118.2676)",22
1147,"(33.7797, -118.2687)",25
1148,"(33.7797, -118.2688)",5
1149,"(33.7797, -118.2768)",1
1150,"(33.7798, -118.2656)",17
1151,"(33.7798, -118.2663)",38
1152,"(33.7798, -118.2665)",26
1153,"(33.7799, -118.2637)",40
1154,"(33.7799, -118.2644)",3
1155,"(33.7799, -118.2648)",40
1156,"(33.7799, -118.2649)",13
1157,"(33.7799, -118.265)",12
1158,"(33.7799, -118.2796)",10
1159,"(33.7799, -118.281)",17
1160,"(33.7799, -118.3036)",3
1161,"(33.7799, -118.3045)",2
1162,"(33.78, -118.2618)",29
1163,"(33.78, -118.2619)",8
1164,"(33.78, -118.2624)",48
1165,"(33.78, -118.2631)",38
1166,"(33.78, -118.2711)",2
1167,"(33.78, -118.3027)",5
1168,"(33.78, -118.3079)",1
1169,"(33.7801, -118.2598)",4
1170,"(33.7801, -118.2608)",33
1171,"(33.7801, -118.2609)",2
1172,"(33.7801, -118.2611)",5
1173,"(33.7801, -118.3016)",4
1174,"(33.7802, -118.258)",2
1175,"(33.7802, -118.2585)",2
1176,"(33.7802, -118.2593)",23
1177,"(33.7803, -118.2559)",9
1178,"(33.7803, -118.2572)",9
1179,"(33.7803, -118.2573)",16
1180,"(33.7804, -118.255)",27
1181,"(33.7805, -118.2525)",19
1182,"(33.7805, -118.2527)",3
1183,"(33.7805, -118.2533)",17
1184,"(33.7806, -118.2503)",25
1185,"(33.7806, -118.2504)",1
1186,"(33.7806, -118.2507)",5
1187,"(33.7806, -118.2514)",21
1188,"(33.7806, -118.2515)",1
1189,"(33.7806, -118.252)",2
1190,"(33.7806, -118.2769)",3
1191,"(33.7806, -118.2774)",1
1192,"(33.7806, -118.2781)",2
1193,"(33.7806, -118.3083)",1
1194,"(33.7807, -118.2494)",6
1195,"(33.7807, -118.2749)",1
1196,"(33.7807, -118.2756)",4
1197,"(33.7807, -118.2757)",1
1198,"(33.7808, -118.1486)",1
1199,"(33.7808, -118.2468)",4
1200,"(33.7808, -118.2475)",16
1201,"(33.7808, -118.2476)",3
1202,"(33.7808, -118.2481)",7
1203,"(33.7808, -118.2484)",32
1204,"(33.7808, -118.2666)",8
1205,"(33.7808, -118.273)",3
1206,"(33.7808, -118.2743)",10
1207,"(33.7808, -118.3098)",2
1208,"(33.7809, -118.2446)",19
1209,"(33.7809, -118.2452)",71
1210,"(33.7809, -118.2455)",1
1211,"(33.7809, -118.246)",22
1212,"(33.7809, -118.2649)",4
1213,"(33.7809, -118.2712)",4
1214,"(33.7809, -118.2718)",2
1215,"(33.7809, -118.2724)",2
1216,"(33.7809, -118.2725)",1
1217,"(33.781, -118.2436)",1
1218,"(33.781, -118.2437)",3
1219,"(33.781, -118.27)",7
1220,"(33.781, -118.2956)",1
1221,"(33.781, -118.2983)",26
1222,"(33.7811, -118.2428)",8
1223,"(33.7811, -118.2437)",3
1224,"(33.7811, -118.2688)",3
1225,"(33.7811, -118.2689)",2
1226,"(33.7812, -118.2408)",15
1227,"(33.7812, -118.2417)",35
1228,"(33.7812, -118.2625)",16
1229,"(33.7812, -118.2638)",6
1230,"(33.7812, -118.264)",3
1231,"(33.7813, -118.2609)",5
1232,"(33.7813, -118.2619)",6
1233,"(33.7814, -118.2588)",1
1234,"(33.7814, -118.2594)",1
1235,"(33.7814, -118.2602)",2
1236,"(33.7815, -118.265)",1
1237,"(33.7817, -118.223)",1
1238,"(33.7817, -118.2334)",12
1239,"(33.7817, -118.2344)",6
1240,"(33.7817, -118.2574)",1
1241,"(33.7817, -118.2667)",4
1242,"(33.7817, -118.2976)",50
1243,"(33.7817, -118.3041)",20
1244,"(33.7818, -118.2324)",8
1245,"(33.7818, -118.2551)",1
1246,"(33.7818, -118.265)",2
1247,"(33.7819, -118.2314)",11
1248,"(33.782, -118.2294)",5
1249,"(33.782, -118.2304)",11
1250,"(33.782, -118.2801)",1
1251,"(33.7821, -118.2283)",12
1252,"(33.7821, -118.2446)",9
1253,"(33.7821, -118.2504)",1
1254,"(33.7821, -118.277)",2
1255,"(33.7821, -118.278)",3
1256,"(33.7821, -118.2976)",84
1257,"(33.7821, -118.302)",1
1258,"(33.7822, -118.2409)",1
1259,"(33.7822, -118.2418)",7
1260,"(33.7822, -118.2429)",1
1261,"(33.7822, -118.2437)",1
1262,"(33.7822, -118.2485)",7
1263,"(33.7822, -118.2495)",1
1264,"(33.7822, -118.2751)",3
1265,"(33.7822, -118.2757)",10
1266,"(33.7823, -118.2418)",1
1267,"(33.7823, -118.2419)",2
1268,"(33.7823, -118.2469)",1
1269,"(33.7823, -118.2476)",5
1270,"(33.7823, -118.2731)",14
1271,"(33.7823, -118.2744)",40
1272,"(33.7823, -118.2746)",5
1273,"(33.7824, -118.2379)",3
1274,"(33.7824, -118.2409)",1
1275,"(33.7824, -118.2462)",2
1276,"(33.7824, -118.2712)",4
1277,"(33.7824, -118.2713)",1
1278,"(33.7824, -118.2719)",4
1279,"(33.7824, -118.2725)",4
1280,"(33.7825, -118.2399)",2
1281,"(33.7825, -118.2701)",10
1282,"(33.7825, -118.2707)",1
1283,"(33.7826, -118.2678)",7
1284,"(33.7826, -118.2684)",1
1285,"(33.7826, -118.2686)",1
1286,"(33.7826, -118.2689)",3
1287,"(33.7826, -118.2691)",1
1288,"(33.7826, -118.2692)",4
1289,"(33.7827, -118.22)",2
1290,"(33.7827, -118.2223)",1
1291,"(33.7827, -118.2345)",1
1292,"(33.7827, -118.2662)",4
1293,"(33.7827, -118.2667)",7
1294,"(33.7827, -118.2673)",8
1295,"(33.7827, -118.2675)",4
1296,"(33.7827, -118.2976)",1
1297,"(33.7828, -118.264)",15
1298,"(33.7828, -118.2645)",3
1299,"(33.7828, -118.2651)",10
1300,"(33.7828, -118.2652)",2
1301,"(33.7828, -118.278)",1
1302,"(33.7829, -118.262)",16
1303,"(33.7829, -118.2627)",40
1304,"(33.7829, -118.2633)",3
1305,"(33.783, -118.2325)",3
1306,"(33.783, -118.2572)",5
1307,"(33.783, -118.2573)",1
1308,"(33.783, -118.2575)",5
1309,"(33.783, -118.2603)",4
1310,"(33.783, -118.261)",6
1311,"(33.783, -118.2612)",3
1312,"(33.783, -118.2618)",10
1313,"(33.7831, -118.2552)",8
1314,"(33.7831, -118.2553)",4
1315,"(33.7831, -118.2562)",4
1316,"(33.7831, -118.2596)",3
1317,"(33.7832, -118.2581)",7
1318,"(33.7832, -118.278)",1
1319,"(33.7832, -118.2803)",9
1320,"(33.7832, -118.2805)",4
1321,"(33.7832, -118.2808)",3
1322,"(33.7833, -118.2527)",2
1323,"(33.7834, -118.2516)",4
1324,"(33.7834, -118.2814)",1
1325,"(33.7835, -118.2256)",1
1326,"(33.7835, -118.2438)",2
1327,"(33.7835, -118.2505)",5
1328,"(33.7835, -118.3)",35
1329,"(33.7836, -118.2223)",2
1330,"(33.7836, -118.2242)",1
1331,"(33.7836, -118.2479)",1
1332,"(33.7836, -118.2486)",3
1333,"(33.7836, -118.2496)",2
1334,"(33.7837, -118.241)",3
1335,"(33.7837, -118.242)",1
1336,"(33.7837, -118.2476)",5
1337,"(33.7837, -118.2477)",1
1338,"(33.7837, -118.302)",4
1339,"(33.7837, -118.3036)",2
1340,"(33.7837, -118.304)",1
1341,"(33.7837, -118.305)",1
1342,"(33.7837, -118.306)",1
1343,"(33.7837, -118.3099)",1
1344,"(33.7838, -118.24)",2
1345,"(33.7838, -118.2449)",4
1346,"(33.7838, -118.2463)",5
1347,"(33.7839, -118.2381)",2
1348,"(33.7839, -118.2382)",1
1349,"(33.7839, -118.2391)",1
1350,"(33.784, -118.2371)",1
1351,"(33.784, -118.301)",1
1352,"(33.7841, -118.2553)",3
1353,"(33.7842, -118.2528)",3
1354,"(33.7842, -118.254)",2
1355,"(33.7842, -118.2779)",4
1356,"(33.7842, -118.2805)",5
1357,"(33.7843, -118.2752)",1
1358,"(33.7843, -118.2759)",9
1359,"(33.7843, -118.2765)",2
1360,"(33.7844, -118.2733)",9
1361,"(33.7844, -118.2746)",18
1362,"(33.7844, -118.2999)",2
1363,"(33.7845, -118.2714)",7
1364,"(33.7845, -118.272)",8
1365,"(33.7845, -118.2975)",2
1366,"(33.7845, -118.302)",22
1367,"(33.7846, -118.2652)",6
1368,"(33.7846, -118.2692)",6
1369,"(33.7846, -118.2703)",2
1370,"(33.7847, -118.2431)",1
1371,"(33.7847, -118.2449)",1
1372,"(33.7847, -118.2583)",1
1373,"(33.7847, -118.2635)",4
1374,"(33.7847, -118.2641)",5
1375,"(33.7847, -118.2675)",3
1376,"(33.7847, -118.2686)",2
1377,"(33.7848, -118.2421)",4
1378,"(33.7848, -118.262)",2
1379,"(33.7848, -118.2628)",24
1380,"(33.7848, -118.2664)",2
1381,"(33.7849, -118.2286)",1
1382,"(33.7849, -118.2597)",3
1383,"(33.7849, -118.2599)",1
1384,"(33.7849, -118.2604)",4
1385,"(33.7849, -118.2612)",7
1386,"(33.7849, -118.2779)",4
1387,"(33.7849, -118.303)",9
1388,"(33.785, -118.2392)",1
1389,"(33.785, -118.2564)",3
1390,"(33.785, -118.2584)",1
1391,"(33.785, -118.259)",2
1392,"(33.7851, -118.2382)",1
1393,"(33.7851, -118.2541)",2
1394,"(33.7851, -118.2553)",2
1395,"(33.7851, -118.2806)",1
1396,"(33.7851, -118.2975)",32
1397,"(33.7852, -118.2361)",1
1398,"(33.7852, -118.2477)",2
1399,"(33.7852, -118.252)",3
1400,"(33.7852, -118.253)",1
1401,"(33.7852, -118.2536)",2
1402,"(33.7852, -118.3041)",1
1403,"(33.7852, -118.3049)",3
1404,"(33.7852, -118.3059)",1
1405,"(33.7852, -118.3079)",1
1406,"(33.7853, -118.2464)",4
1407,"(33.7853, -118.2506)",3
1408,"(33.7853, -118.2513)",2
1409,"(33.7854, -118.1937)",1
1410,"(33.7854, -118.245)",2
1411,"(33.7854, -118.2477)",1
1412,"(33.7854, -118.2479)",1
1413,"(33.7854, -118.2484)",2
1414,"(33.7854, -118.2495)",6
1415,"(33.7855, -118.2435)",3
1416,"(33.7855, -118.3043)",6
1417,"(33.7856, -118.2155)",1
1418,"(33.7857, -118.2424)",5
1419,"(33.7857, -118.2426)",2
1420,"(33.7857, -118.2429)",6
1421,"(33.7857, -118.2574)",2
1422,"(33.7858, -118.2999)",1
1423,"(33.7859, -118.2404)",1
1424,"(33.7859, -118.2428)",1
1425,"(33.786, -118.2779)",3
1426,"(33.786, -118.2808)",2
1427,"(33.786, -118.2811)",6
1428,"(33.786, -118.2816)",25
1429,"(33.786, -118.2858)",2
1430,"(33.786, -118.302)",6
1431,"(33.786, -118.3032)",1
1432,"(33.786, -118.3043)",8
1433,"(33.786, -118.3056)",3
1434,"(33.786, -118.3076)",5
1435,"(33.786, -118.3085)",3
1436,"(33.786, -118.309)",1
1437,"(33.7861, -118.276)",3
1438,"(33.7861, -118.2767)",1
1439,"(33.7862, -118.2747)",12
1440,"(33.7862, -118.2754)",10
1441,"(33.7862, -118.2908)",60
1442,"(33.7863, -118.245)",5
1443,"(33.7863, -118.2999)",1
1444,"(33.7864, -118.2507)",2
1445,"(33.7864, -118.2514)",3
1446,"(33.7864, -118.2747)",12
1447,"(33.7864, -118.2748)",4
1448,"(33.7865, -118.2426)",1
1449,"(33.7865, -118.2495)",2
1450,"(33.7865, -118.2726)",1
1451,"(33.7865, -118.2734)",5
1452,"(33.7865, -118.2737)",5
1453,"(33.7865, -118.2738)",2
1454,"(33.7866, -118.2426)",8
1455,"(33.7866, -118.2478)",3
1456,"(33.7866, -118.2495)",1
1457,"(33.7866, -118.2654)",6
1458,"(33.7866, -118.2715)",8
1459,"(33.7866, -118.2717)",11
1460,"(33.7866, -118.2722)",2
1461,"(33.7866, -118.3044)",18
1462,"(33.7867, -118.2404)",1
1463,"(33.7867, -118.2471)",1
1464,"(33.7867, -118.2555)",1
1465,"(33.7867, -118.263)",12
1466,"(33.7867, -118.2636)",8
1467,"(33.7867, -118.2643)",7
1468,"(33.7867, -118.2694)",4
1469,"(33.7867, -118.2704)",3
1470,"(33.7868, -118.2451)",3
1471,"(33.7868, -118.2542)",1
1472,"(33.7868, -118.2613)",3
1473,"(33.7868, -118.2614)",1
1474,"(33.7868, -118.2622)",6
1475,"(33.7868, -118.2658)",22
1476,"(33.7868, -118.2676)",6
1477,"(33.7868, -118.2687)",6
1478,"(33.7868, -118.3018)",6
1479,"(33.7869, -118.2592)",1
1480,"(33.7869, -118.2599)",5
1481,"(33.7869, -118.2606)",6
1482,"(33.7869, -118.2654)",2
1483,"(33.7869, -118.2665)",5
1484,"(33.7869, -118.2778)",4
1485,"(33.7869, -118.2809)",4
1486,"(33.7869, -118.3027)",5
1487,"(33.7869, -118.3043)",6
1488,"(33.7869, -118.3076)",1
1489,"(33.7869, -118.3079)",5
1490,"(33.7869, -118.3087)",2
1491,"(33.787, -118.2571)",4
1492,"(33.787, -118.2575)",1
1493,"(33.787, -118.2578)",3
1494,"(33.787, -118.2654)",1
1495,"(33.7871, -118.2555)",11
1496,"(33.7871, -118.2748)",6
1497,"(33.7871, -118.3078)",27
1498,"(33.7872, -118.1937)",1
1499,"(33.7872, -118.2451)",3
1500,"(33.7872, -118.2537)",5
1501,"(33.7872, -118.2543)",1
1502,"(33.7872, -118.2548)",1
1503,"(33.7873, -118.2428)",1
1504,"(33.7873, -118.2451)",1
1505,"(33.7873, -118.253)",2
1506,"(33.7873, -118.2582)",29
1507,"(33.7874, -118.2507)",11
1508,"(33.7875, -118.2479)",29
1509,"(33.7875, -118.2488)",2
1510,"(33.7875, -118.2507)",6
1511,"(33.7875, -118.3043)",3
1512,"(33.7875, -118.3077)",9
1513,"(33.7875, -118.3078)",2
1514,"(33.7876, -118.2465)",1
1515,"(33.7876, -118.2471)",8
1516,"(33.7876, -118.2975)",3
1517,"(33.7876, -118.3087)",1
1518,"(33.7877, -118.2452)",2
1519,"(33.7877, -118.2778)",8
1520,"(33.7878, -118.281)",4
1521,"(33.7879, -118.2749)",8
1522,"(33.7882, -118.2452)",1
1523,"(33.7882, -118.2999)",2
1524,"(33.7882, -118.3012)",4
1525,"(33.7882, -118.3027)",1
1526,"(33.7882, -118.3043)",8
1527,"(33.7882, -118.3076)",15
1528,"(33.7883, -118.2426)",2
1529,"(33.7883, -118.2508)",7
1530,"(33.7884, -118.2479)",1
1531,"(33.7885, -118.2464)",1
1532,"(33.7885, -118.2749)",6
1533,"(33.7886, -118.2453)",1
1534,"(33.7886, -118.2458)",1
1535,"(33.7886, -118.2728)",5
1536,"(33.7886, -118.2738)",11
